"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"Dlx6os1",0,3.09052847861513,0.939,0.248,0,1
"Arx",0,3.45054953076823,0.823,0.14,0,1
"Gad2",0,2.51193764177574,0.933,0.307,0,1
"Dlx2",0,2.41068850978544,0.872,0.253,0,1
"Dlx1as",0,3.14837245871365,0.775,0.166,0,1
"Dlx1",0,2.02077145094105,0.822,0.263,0,1
"Dlx5",0,2.41183221200328,0.699,0.192,0,1
"Gm14204",0,2.25311091402088,0.717,0.217,0,1
"Sp9",0,3.57986710745325,0.565,0.066,0,1
"Gad1",0,1.80297103933704,0.623,0.223,0,1
"St18",0,1.85489091435388,0.683,0.323,0,1
"Igfbpl1",0,1.30527125520913,0.948,0.621,0,1
"Grik3",0,1.59524657612433,0.554,0.264,0,1
"Foxg1",0,2.46888623270144,0.414,0.129,0,1
"Zic1",0,1.62219626239138,0.507,0.23,0,1
"Nrxn3",0,2.05727761580355,1,0.723,0,1
"Nr2f1",0,1.49543580871459,0.748,0.472,0,1
"Slc32a1",0,1.7030783509766,0.427,0.152,0,1
"Cd1d1",0,2.01225782115163,0.437,0.17,0,1
"Trp53i11",0,1.45248315178273,0.633,0.387,0,1
"Nr2f2",0,1.40745526473578,0.874,0.629,0,1
"Erbb4",0,1.95548057123113,0.774,0.535,0,1
"Nudt4",0,1.80426765640923,0.544,0.309,0,1
"Mir124-2hg",0,1.31190689861796,0.51,0.297,0,1
"Sox2ot",0,1.26800626094754,0.949,0.743,0,1
"Meis1",0,1.53084734671299,0.376,0.171,0,1
"Phf21b",0,1.42099934490676,0.438,0.241,0,1
"Vax1",0,2.15423137899678,0.288,0.097,0,1
"Mir124a-1hg",0,1.44539869275264,0.39,0.204,0,1
"Gstm7",0,1.29294758107004,0.492,0.308,0,1
"Pcsk5",0,1.74732276912074,0.36,0.182,0,1
"Zic2",0,1.85797192735782,0.283,0.109,0,1
"Gm17750",0,1.92839498456168,0.319,0.146,0,1
"Dlx6",0,1.48626388356537,0.289,0.119,0,1
"Prox1os",0,1.75880086579004,0.279,0.115,0,1
"Sox11",0,1.30092644562519,0.996,0.912,0,1
"A830082K12Rik",3.12565106439167e-305,1.36944828891208,0.415,0.237,1.26945192329203e-300,1
"Shb",3.54555823747102e-274,1.42810435933646,0.33,0.171,1.43999302256648e-269,1
"Tmem169",1.22637763689965e-269,1.49398011528971,0.314,0.16,4.98081013450423e-265,1
"B130024G19Rik",3.24879623990767e-268,1.34320453152673,0.388,0.218,1.3194661048761e-263,1
"Meis2",1.99942661989038e-262,1.36881774765584,0.35,0.188,8.12047127402279e-258,1
"Frat2",1.46390555957803e-260,1.30045120500748,0.41,0.249,5.94550603967022e-256,1
"Dmrtb1",9.51725851701696e-238,1.45025577986003,0.296,0.153,3.86533937410127e-233,1
"Gm42992",1.18127547310733e-236,1.35927081830284,0.297,0.153,4.79763220647812e-232,1
"H2bc4",6.71475778893928e-230,1.48450505790447,0.443,0.296,2.7271317283998e-225,1
"H1f2",9.5924497499582e-190,1.59347275997254,0.337,0.207,3.89587754144802e-185,1
"Calb1",1.6235433729518e-182,1.27786851860541,0.337,0.2,6.59385905490642e-178,1
"Slit1",1.15686939610751e-171,1.30653956985396,0.314,0.191,4.69850936535106e-167,1
"Ripor2",1.09266478093078e-154,1.63864468810301,0.252,0.142,4.43774874127227e-150,1
"Pnoc",5.09803106255693e-121,1.35510166219533,0.256,0.157,2.07051433574687e-116,1
"Hmx2",0,2.69257048521348,0.546,0.098,0,2
"Zcchc12",0,1.85350160134035,0.845,0.404,0,2
"Tmem130",0,1.31269973712583,0.84,0.4,0,2
"Cacna2d3",0,1.89132654326052,0.724,0.305,0,2
"Isl1",0,1.21983313327383,0.759,0.349,0,2
"Caly",0,1.3983631736517,0.775,0.374,0,2
"Lingo2",0,1.46781565297975,0.783,0.392,0,2
"Hap1",0,1.35632589856964,0.893,0.502,0,2
"Rit2",0,1.35375862412969,0.655,0.267,0,2
"AW551984",0,1.65425430862205,0.623,0.237,0,2
"Chd5",0,1.46297051433186,0.636,0.254,0,2
"Hmx3",0,2.34908158539705,0.457,0.085,0,2
"Rnf227",0,1.20564294107903,0.867,0.504,0,2
"Celf6",0,1.41038580536091,0.635,0.277,0,2
"Nyap2",0,1.23530598012096,0.713,0.398,0,2
"Ecel1",0,2.19436835175623,0.402,0.09,0,2
"Asb4",0,1.560684913449,0.538,0.234,0,2
"Resp18",0,1.23437468936206,0.646,0.343,0,2
"Minar2",0,1.2073230230065,0.745,0.444,0,2
"Syt5",0,1.26522651831384,0.565,0.266,0,2
"Nexmif",0,1.18848477615815,0.741,0.443,0,2
"Peg10",0,1.15794476832974,0.636,0.344,0,2
"Slc32a1",0,1.29843328077039,0.441,0.153,0,2
"Nap1l5",0,1.59343019506687,0.877,0.591,0,2
"Pnck",0,1.4430738459574,0.494,0.209,0,2
"B230209E15Rik",0,1.42567893399951,0.416,0.132,0,2
"Gm28905",0,1.36597212079529,0.452,0.173,0,2
"Ntng1",0,1.64597089991403,0.48,0.201,0,2
"Scg2",0,1.3828209296325,0.49,0.216,0,2
"Gck",0,1.71759516161673,0.386,0.125,0,2
"Gabra5",0,1.54697143383812,0.382,0.129,0,2
"Eef1a2",0,1.34560070789265,0.422,0.182,0,2
"Rgs4",0,1.54637720184756,0.361,0.123,0,2
"Nrsn1",0,1.29669323982939,0.422,0.186,0,2
"Cited1",0,1.51079338676965,0.373,0.143,0,2
"Pcdh7",0,1.13192456462589,0.713,0.486,0,2
"Lonrf2",0,1.18816480156577,0.478,0.252,0,2
"Slc12a5",0,1.21401828670242,0.375,0.15,0,2
"1500035N22Rik",0,1.52030890724241,0.332,0.112,0,2
"Scml4",0,1.25747199949695,0.367,0.148,0,2
"Camk2b",0,1.21547483801145,0.372,0.16,0,2
"Slc7a14",0,1.51036332038487,0.321,0.119,0,2
"Baiap3",0,1.8444061111605,0.26,0.064,0,2
"Fstl4",0,1.55465129324752,0.298,0.103,0,2
"Bub3",0,1.18062039343609,0.771,0.58,0,2
"5330417C22Rik",0,1.21671321918387,0.279,0.105,0,2
"Prox1os",3.22326128350405e-288,1.43770687935415,0.278,0.117,1.30909533768233e-283,2
"Vstm2l",1.02952528245102e-270,1.19207260832143,0.327,0.15,4.18131398214657e-266,2
"Zim1",4.47157857235679e-246,1.14127076961102,0.289,0.129,1.81608692137699e-241,2
"Ppp2r2c",5.21956588133629e-223,1.13094715116687,0.26,0.115,2.11987448704592e-218,2
"Cbln1",0,3.37063378320765,0.836,0.117,0,3
"Gm2694",0,2.91370231894901,0.896,0.2,0,3
"Car10",0,2.49576149126074,0.807,0.173,0,3
"Chchd10",0,2.90721669755589,0.762,0.165,0,3
"Sox14",0,3.28045422192231,0.645,0.065,0,3
"Plp1",0,2.72400625596238,0.693,0.139,0,3
"Fezf1",0,2.76001572119479,0.653,0.123,0,3
"Rbfox1",0,2.68389350096185,0.982,0.456,0,3
"Slc17a6",0,1.69607918740838,0.705,0.188,0,3
"Tmem35a",0,2.23444460219187,0.784,0.287,0,3
"Nptx2",0,2.87975376332071,0.58,0.1,0,3
"Syt4",0,1.88552834632998,0.761,0.284,0,3
"Robo2",0,1.51078891562614,0.87,0.4,0,3
"Cnr1",0,1.8608523599822,0.704,0.243,0,3
"Rac3",0,1.69711886902337,0.813,0.369,0,3
"Snca",0,2.74790319357832,0.634,0.207,0,3
"Fxyd7",0,1.85138619377065,0.626,0.207,0,3
"C130093G08Rik",0,1.98918673165073,0.546,0.137,0,3
"Slit3",0,2.44942247081584,0.522,0.123,0,3
"Gap43",0,1.59563154267306,0.995,0.615,0,3
"C130073E24Rik",0,1.5928605855049,0.592,0.217,0,3
"Btbd11",0,1.96250905473236,0.515,0.151,0,3
"Vstm2a",0,2.55875818832889,0.441,0.081,0,3
"S100a10",0,2.69907801570419,0.561,0.207,0,3
"Ldb2",0,1.48208323169175,0.592,0.249,0,3
"Ptprm",0,1.4470649501802,0.638,0.299,0,3
"Mgst3",0,1.46319653390634,0.658,0.325,0,3
"Arhgdig",0,2.11715609786042,0.452,0.119,0,3
"Akap12",0,1.6495861434367,0.5,0.174,0,3
"Isyna1",0,1.52296073269302,0.532,0.208,0,3
"Gabra5",0,1.72633910473212,0.443,0.126,0,3
"Camkv",0,3.06787502026729,0.364,0.051,0,3
"Gpr149",0,3.70714380847591,0.331,0.026,0,3
"Tenm2",0,1.7236880432605,0.967,0.668,0,3
"Satb2",0,2.1079583423782,0.388,0.092,0,3
"Cadps2",0,1.64994380959174,0.463,0.17,0,3
"9130024F11Rik",0,2.68788271912725,0.339,0.05,0,3
"Glra2",0,1.79658142011665,0.374,0.091,0,3
"Ppp2r2c",0,1.74831530398733,0.391,0.109,0,3
"Nr5a1",0,3.41609736186492,0.306,0.024,0,3
"Adcyap1",0,2.53898399780638,0.331,0.053,0,3
"Nt5dc3",0,2.36378223139749,0.303,0.058,0,3
"Zfp385b",0,1.72261879978982,0.321,0.078,0,3
"Hs3st5",0,1.85953700630936,0.37,0.132,0,3
"D430036J16Rik",0,3.89859691323937,0.25,0.017,0,3
"Gpr176",0,2.00243346340804,0.285,0.064,0,3
"Gm45323",0,1.68351104377465,0.298,0.078,0,3
"Pdzd2",0,2.03598849525215,0.298,0.081,0,3
"Cgref1",0,1.45718216216057,0.299,0.096,0,3
"Chrna4",0,1.51530686976315,0.258,0.086,0,3
"Nkx2-1",0,1.47658172265004,0.835,0.383,0,4
"Sfta3-ps",0,1.35746791931618,0.815,0.366,0,4
"Gm38505",0,1.67307797138787,0.651,0.25,0,4
"Lef1",0,2.71280204295561,0.538,0.143,0,4
"Dach1",0,1.60478462193866,0.814,0.437,0,4
"Insm1",0,1.50994508656805,0.647,0.271,0,4
"Nkx2-4",0,1.254982157437,0.637,0.261,0,4
"Sox1ot",0,1.37368019892511,0.804,0.442,0,4
"Crb1",0,1.40360520831226,0.671,0.325,0,4
"Isl1",0,1.39299092132555,0.682,0.355,0,4
"Sox21",0,2.03809522553136,0.495,0.169,0,4
"Magel2",0,1.34048980148024,0.686,0.369,0,4
"Peg10",0,1.4119708365479,0.656,0.344,0,4
"Thsd4",0,2.0866834061529,0.426,0.131,0,4
"Fli1",0,3.02170027908346,0.349,0.061,0,4
"Ass1",0,2.68137202908441,0.332,0.074,0,4
"Tbx3",0,1.96046466823463,0.347,0.101,0,4
"Bsx",0,2.61111291389193,0.297,0.054,0,4
"Sox2ot",0,1.38927083365419,0.979,0.743,0,4
"Cnr1",0,1.1225648414376,0.491,0.255,0,4
"Tox",0,1.19536770473092,0.926,0.691,0,4
"Ucp2",0,1.34112019015085,0.453,0.228,0,4
"Gpc4",0,1.60945514108697,0.386,0.164,0,4
"Ryr3",0,1.61011183401036,0.486,0.274,0,4
"Zim1",0,1.65222197630443,0.336,0.128,0,4
"Ppp1r17",0,1.47393163636128,0.331,0.132,0,4
"Efna5",0,1.20979577354814,0.976,0.79,0,4
"Cntn3",0,2.36481237264743,0.305,0.125,0,4
"mt-Nd4l",0,1.64515519576644,0.281,0.109,0,4
"Peg3",0,1.09520545100307,0.962,0.804,0,4
"Zbtb20",0,1.20046447970344,0.991,0.902,0,4
"Cdh7",3.06805068648395e-274,1.55728842661263,0.259,0.104,1.24605810580859e-269,4
"Rbms1",1.65853472639259e-272,1.47267934362261,0.424,0.233,6.73597293777088e-268,4
"4930483P17Rik",6.09939033936513e-270,1.30228631769722,0.325,0.149,2.47720639242975e-265,4
"Sulf1",4.28067851889265e-265,1.10239623944156,0.418,0.22,1.73855477366306e-260,4
"Hs6st2",1.61425223505205e-257,1.3137178545134,0.389,0.202,6.55612402744041e-253,4
"Cox16",7.45817326907117e-257,1.38892842650067,0.328,0.157,3.02906249150056e-252,4
"Sox3",6.79387933637418e-211,1.18687474167868,0.42,0.247,2.75926615367501e-206,4
"Atp5g2",1.10133285079561e-209,1.15919004218791,0.398,0.232,4.4729532402213e-205,4
"Hs6st3",2.55574548313159e-203,1.16412187386106,0.405,0.23,1.03799047051906e-198,4
"Ube2s",5.43609023250866e-196,1.15309616268924,0.333,0.18,2.20781368703107e-191,4
"Adnp",7.73200864097046e-194,1.28531676138218,0.285,0.142,3.14027798944374e-189,4
"Rbm4",8.97886601007975e-189,1.22080988314494,0.28,0.138,3.64667664133379e-184,4
"Pik3r3",4.65325798253455e-181,1.11317515428416,0.414,0.254,1.88987419702658e-176,4
"Ezr",6.47088277504467e-174,1.08895546254218,0.286,0.145,2.62808433025664e-169,4
"Gm8797",3.64828366984572e-149,1.09131733350133,0.251,0.128,1.48171392967114e-144,4
"Rps6ka5",9.89386903763017e-126,1.09321389496909,0.41,0.281,4.01829597094312e-121,4
"mt-Atp6",4.57099475889656e-45,1.20167648145215,0.818,0.808,1.85646381137825e-40,4
"mt-Co2",6.38926526476505e-39,1.33919406178161,0.62,0.623,2.59493619463168e-34,4
"mt-Co3",1.55154446873748e-35,1.36788738346785,0.662,0.665,6.30144270533039e-31,4
"Otp",0,2.31321792229646,0.786,0.198,0,5
"Snhg11",0,1.57610154056609,0.85,0.287,0,5
"Sim1",0,1.81098751729,0.667,0.118,0,5
"Cntnap2",0,2.3345054615862,0.953,0.42,0,5
"Resp18",0,1.91774055755105,0.851,0.334,0,5
"Uncx",0,1.9679740857688,0.614,0.115,0,5
"Rac3",0,1.91235107073433,0.864,0.367,0,5
"Sgcz",0,1.77605524788933,0.826,0.344,0,5
"Nrn1",0,2.11903637656057,0.542,0.09,0,5
"Nefl",0,2.06513923438089,0.63,0.192,0,5
"Car10",0,2.11902944365395,0.611,0.185,0,5
"Cbln1",0,2.76479011410616,0.547,0.133,0,5
"Fxyd7",0,1.9183903026979,0.609,0.209,0,5
"Fam189a1",0,1.7346007101739,0.604,0.222,0,5
"Cacng2",0,1.85792527787682,0.558,0.181,0,5
"Syt4",0,1.79488319754543,0.655,0.29,0,5
"Dusp26",0,1.63975073019961,0.586,0.221,0,5
"Tmem158",0,2.36508329205233,0.553,0.189,0,5
"Gm2694",0,2.43077233455971,0.582,0.218,0,5
"Unc13c",0,3.4475546104906,0.403,0.044,0,5
"Syndig1",0,2.62511839667537,0.415,0.079,0,5
"Eef1a2",0,1.59262547687147,0.501,0.179,0,5
"Calb2",0,3.64625042084645,0.38,0.059,0,5
"Rab3b",0,1.66567565568101,0.508,0.19,0,5
"Mdga1",0,2.09077198687342,0.439,0.125,0,5
"Arhgdig",0,2.12152582292212,0.418,0.121,0,5
"Sncb",0,2.59431096936216,0.359,0.073,0,5
"C130093G08Rik",0,2.07663028904358,0.428,0.144,0,5
"Rgs4",0,2.41522773320316,0.401,0.122,0,5
"Grin2a",0,1.75370684323314,0.378,0.1,0,5
"Chst8",0,1.74931284529025,0.372,0.096,0,5
"Ebf1",0,2.36902020441325,0.378,0.102,0,5
"Cntnap5b",0,2.15345266334559,0.375,0.113,0,5
"Golga7b",0,1.58887562705124,0.354,0.115,0,5
"Fezf1",0,1.72185510593317,0.376,0.139,0,5
"Ppp2r2c",0,1.64926301267611,0.347,0.112,0,5
"2700069I18Rik",0,1.68479699703466,0.393,0.163,0,5
"Cbln2",0,3.13579999352185,0.277,0.055,0,5
"Arhgap24",0,1.62784353113524,0.326,0.107,0,5
"Vwc2l",0,1.97306438735645,0.262,0.048,0,5
"Adap1",0,2.19989021771524,0.271,0.057,0,5
"Crtac1",0,1.65715041816036,0.369,0.155,0,5
"Cgref1",0,1.68863676983276,0.307,0.096,0,5
"Clec2l",0,1.76250812948718,0.295,0.091,0,5
"Ak5",0,1.71141230235045,0.269,0.077,0,5
"Rell2",0,1.80506951409285,0.257,0.071,0,5
"Vsnl1",0,1.73586048593072,0.273,0.092,0,5
"Car11",0,1.63108415845569,0.261,0.085,0,5
"Asic1",0,1.66355953218164,0.254,0.083,0,5
"Onecut2",7.99158982523429e-249,1.61738410451815,0.461,0.272,3.24570429162065e-244,5
"Otp",0,3.54403733702166,0.899,0.193,0,6
"Sim1",0,2.91343168086372,0.811,0.111,0,6
"Uncx",0,2.9067203443196,0.799,0.106,0,6
"Nrn1",0,3.1465947222973,0.67,0.084,0,6
"Slc17a6",0,1.89530602162365,0.723,0.189,0,6
"C130093G08Rik",0,2.77197142454795,0.658,0.132,0,6
"Nhlh2",0,1.7179431437231,0.718,0.197,0,6
"Tmem163",0,1.51684119873253,0.777,0.266,0,6
"Nxph4",0,2.67138253621155,0.571,0.076,0,6
"Chst8",0,3.03752610147757,0.578,0.086,0,6
"Fezf1",0,2.57881003836182,0.599,0.128,0,6
"Rgmb",0,2.1660898476311,0.738,0.267,0,6
"Gm2694",0,2.11067002938149,0.672,0.214,0,6
"Cxxc5",0,1.56938080913728,0.771,0.341,0,6
"Ebf3",0,2.47849788064968,0.47,0.067,0,6
"Nkain3",0,1.42797764518126,0.847,0.451,0,6
"Ebf1",0,2.10338340861931,0.48,0.097,0,6
"Lhx5",0,1.69266614984256,0.549,0.178,0,6
"Zic1",0,1.71978983171543,0.594,0.229,0,6
"Crtac1",0,2.07131194219676,0.502,0.149,0,6
"Gm27199",0,1.4299367011552,0.528,0.183,0,6
"Cbln1",0,1.70849924087658,0.477,0.137,0,6
"Crabp2",0,3.15840860924476,0.464,0.13,0,6
"Neurod1",0,2.03541633317674,0.426,0.092,0,6
"Cntn2",0,2.77603133495735,0.378,0.057,0,6
"Cartpt",0,4.4735828228634,0.375,0.056,0,6
"Zic2",0,1.93794723174436,0.408,0.105,0,6
"Nefm",0,1.97892526471972,0.473,0.182,0,6
"Arfgef3",0,1.41290377520586,0.499,0.209,0,6
"Mdga1",0,1.66692742820989,0.416,0.126,0,6
"Fam189a1",0,1.37129278584444,0.513,0.227,0,6
"Arxes2",0,1.53528142954942,0.774,0.504,0,6
"Zic3",0,1.99831047819887,0.35,0.08,0,6
"Cbfa2t3",0,1.48371043907737,0.423,0.155,0,6
"Pex5l",0,1.37605192204333,0.414,0.152,0,6
"Syndig1",0,2.54486898171217,0.344,0.083,0,6
"Klhl32",0,1.40901892104037,0.519,0.266,0,6
"Zic5",0,1.98121661251255,0.341,0.091,0,6
"Zic4",0,1.51646406156033,0.36,0.12,0,6
"Plk2",0,1.5305312908422,0.413,0.177,0,6
"Rxrg",0,2.72991535548323,0.27,0.047,0,6
"Bhlhe22",0,2.285276683198,0.261,0.045,0,6
"Homer2",0,1.75124279539658,0.356,0.144,0,6
"Adcyap1",0,2.07470925900479,0.263,0.057,0,6
"Mfap4",0,1.49180473200362,0.306,0.101,0,6
"Ebf2",0,1.79712465454077,0.256,0.065,0,6
"A730020E08Rik",0,1.78968619074155,0.255,0.07,0,6
"Tbca",0,1.55195718682064,0.968,0.815,0,6
"Nnat",0,1.56681004600263,1,0.985,0,6
"Asns",6.24579909587063e-203,1.93031510850234,0.273,0.132,2.5366688447969e-198,6
"Gad2",0,1.7361015130433,0.894,0.32,0,7
"Dlx1",0,1.25440423908441,0.702,0.278,0,7
"Islr2",0,1.62411459562101,0.713,0.334,0,7
"Arx",0,1.58167653269914,0.537,0.166,0,7
"Gad1",0,1.54428418519863,0.596,0.231,0,7
"Gm14204",0,1.4416802816833,0.593,0.232,0,7
"Mir124-2hg",0,1.48298909650152,0.639,0.294,0,7
"Myt1l",0,1.08667725695737,0.938,0.608,0,7
"Vstm2l",0,2.24985894145743,0.471,0.146,0,7
"Mapt",0,1.08125404373896,0.975,0.658,0,7
"Ina",0,1.04801288581296,0.948,0.645,0,7
"C1qtnf4",0,1.19047042556779,0.716,0.418,0,7
"Actl6b",0,1.12028022267977,0.705,0.43,0,7
"Rgs2",0,2.18033710937317,0.52,0.249,0,7
"Slc32a1",0,1.62870219727883,0.428,0.157,0,7
"Nrxn3",0,1.08166426825839,0.999,0.728,0,7
"Dlx6",0,1.8961583108126,0.378,0.118,0,7
"Pou6f2",0,2.98176842609075,0.338,0.096,0,7
"Sp9",0,1.63740470165118,0.315,0.086,0,7
"Cd24a",0,1.07108770460714,0.948,0.721,0,7
"Samd5",0,1.3758524664321,0.418,0.195,0,7
"Fam57b",0,1.17467611476878,0.565,0.347,0,7
"Dpf1",0,1.24705475259079,0.529,0.315,0,7
"Nova1",0,1.07596583625635,0.725,0.521,0,7
"Kif5c",0,1.03268035814102,0.95,0.751,0,7
"Ecel1",0,1.79930262850643,0.288,0.099,0,7
"Ddc",6.65393597283566e-296,1.8439733251075,0.261,0.097,2.70242955600747e-291,7
"Lrfn5",8.92361381083403e-275,1.23727308107491,0.412,0.205,3.62423651313213e-270,7
"Sh3bp5",8.67761932856435e-261,1.02064978872646,0.585,0.387,3.52432831410313e-256,7
"Tmeff2",5.25874727929433e-255,1.04845111045809,0.517,0.306,2.1357876200126e-250,7
"Meis2",1.07375684841884e-248,2.49455351596489,0.354,0.191,4.36095606416828e-244,7
"Trhde",1.05354649117019e-244,1.54530111618249,0.335,0.159,4.2788737192386e-240,7
"A230103L15Rik",2.76883808882786e-244,1.21001605803314,0.333,0.155,1.12453590139655e-239,7
"Dmrtb1",7.63718799944715e-209,1.38624930956573,0.314,0.155,3.10176753409547e-204,7
"Pbx3",2.60308811068062e-201,1.62723950746536,0.502,0.345,1.05721820527183e-196,7
"Foxg1",5.36386107041827e-200,1.28590990250893,0.296,0.14,2.17847853513967e-195,7
"Cacnb3",2.94836385070703e-197,1.06968232165673,0.482,0.314,1.19744849432615e-192,7
"Cacna2d3",3.04116291060295e-191,1.14044114845797,0.489,0.32,1.23513790451228e-186,7
"Esrrg",1.4346844074837e-188,1.64282468806031,0.354,0.199,5.82682725255431e-184,7
"Shtn1",6.46901266546237e-184,1.08249795044486,0.595,0.446,2.62732480395089e-179,7
"Cacng2",8.06041848390319e-175,1.09549169522833,0.349,0.193,3.27365836305244e-170,7
"Plcb1",3.21001009704782e-169,1.14736909470407,0.573,0.429,1.303713500815e-164,7
"Cacna2d2",1.39876197541603e-143,1.03639751119936,0.369,0.229,5.68093188695465e-139,7
"Nanos1",3.65579727755165e-142,1.42140785275911,0.258,0.136,1.48476550630483e-137,7
"Pnoc",4.87319343140291e-136,1.22313481572962,0.285,0.157,1.97919878022998e-131,7
"Zfp804a",3.80788091325638e-119,1.07725199016823,0.314,0.185,1.54653275410994e-114,7
"Rftn1",1.71527579416621e-108,1.0981342253256,0.277,0.162,6.96642111042664e-104,7
"Mtus2",5.28209295480328e-108,1.0539764207331,0.292,0.177,2.1452692326638e-103,7
"Ano4",5.58076188538872e-100,1.06495002563164,0.255,0.149,2.26657063213178e-95,7
"Rnf208",1.42075797889365e-64,1.01543906572864,0.253,0.17,5.77026645547865e-60,7
"C1qtnf4",0,1.52990025504891,0.828,0.414,0,8
"Six6",0,2.19256763682639,0.557,0.158,0,8
"Arx",0,1.68323952942431,0.563,0.166,0,8
"Zic1",0,1.53455002934476,0.616,0.231,0,8
"Snhg11",0,1.56068103925879,0.675,0.299,0,8
"Dlx6",0,2.21451938244908,0.478,0.114,0,8
"Gad1",0,1.53663829036069,0.593,0.232,0,8
"D930028M14Rik",0,3.2879231107484,0.442,0.098,0,8
"Rftn1",0,2.06089683131448,0.495,0.153,0,8
"Ddc",0,3.21204200900389,0.426,0.091,0,8
"Nxph1",0,1.64314212323979,0.607,0.273,0,8
"Scg2",0,2.94365327285182,0.543,0.218,0,8
"Slc32a1",0,1.66910959768396,0.467,0.156,0,8
"Samd5",0,1.46079349788236,0.496,0.193,0,8
"Lhx1os",0,2.31094808333196,0.419,0.126,0,8
"Scn9a",0,1.50447549132264,0.509,0.225,0,8
"Vstm2l",0,1.829900234892,0.427,0.149,0,8
"Rit2",0,1.79529949660337,0.551,0.277,0,8
"Onecut2",0,2.2063527164642,0.544,0.27,0,8
"4930447C04Rik",0,2.07619494406756,0.39,0.12,0,8
"Gm16551",0,4.41164727988792,0.291,0.025,0,8
"A230006K03Rik",0,1.45240611830672,0.389,0.145,0,8
"Lhx1",0,1.72795347731671,0.36,0.122,0,8
"Zic4",0,1.67084765024802,0.358,0.122,0,8
"Rasgrf2",0,2.40147880740902,0.307,0.083,0,8
"Nrsn2",0,1.45991955895216,0.455,0.232,0,8
"Cdh18",0,1.81649444778362,0.357,0.136,0,8
"Thsd7b",0,2.02054345620899,0.364,0.149,0,8
"Lingo1",0,1.70486518591777,0.383,0.171,0,8
"Vgf",0,2.79584542821893,0.276,0.074,0,8
"Col25a1",0,2.04397733042785,0.267,0.088,0,8
"Ptprd",0,1.56035319595262,0.978,0.826,0,8
"B630019K06Rik",8.25338353483952e-297,1.66434313741559,0.456,0.248,3.35202918883972e-292,8
"Rab3b",2.97422963208321e-292,1.86938404893899,0.396,0.198,1.20795362277428e-287,8
"Trhde",4.30392603992137e-291,1.90819200150566,0.358,0.158,1.74799652185366e-286,8
"Pde7b",2.45050202969561e-270,1.48327621884876,0.414,0.204,9.95246894340576e-266,8
"Prkd1",1.780681047073e-259,1.71941139433657,0.463,0.267,7.2320580045823e-255,8
"Tmem59l",4.07829767549325e-245,1.52146750494469,0.3,0.129,1.65635981792483e-240,8
"Chst1",7.14524906362486e-239,1.55644284701791,0.305,0.136,2.9019714547006e-234,8
"Plppr4",6.77598526820283e-226,1.51945512001006,0.321,0.153,2.7519986568279e-221,8
"Pnoc",9.28919780526897e-224,1.72946639067536,0.323,0.156,3.77271479663194e-219,8
"Ptprn",2.03068217371484e-205,1.55798342523749,0.335,0.172,8.24741258032543e-201,8
"Inpp4b",1.42521331429823e-203,1.53632509887174,0.295,0.137,5.78836135469084e-199,8
"Rgs10",4.40651407988843e-186,1.55887018826166,0.276,0.128,1.78966162840589e-181,8
"Grik1",3.75268415754558e-185,1.68283485321228,0.315,0.159,1.52411514374556e-180,8
"Rorb",5.92633262614689e-170,1.61272240924596,0.591,0.467,2.4069207327833e-165,8
"Tshz3",3.28727333070533e-150,1.46883380925547,0.266,0.134,1.33509319053266e-145,8
"Cadps2",1.22627649779018e-137,1.63807898781715,0.313,0.18,4.98039936812503e-133,8
"Nrg1",1.24178711439823e-80,1.91197986308426,0.575,0.506,5.04339418641697e-76,8
"Hdac9",1.06020102277086e-57,1.49239846606567,0.394,0.321,4.30590043388155e-53,8
"Gad2",0,2.27428059338939,0.934,0.323,0,9
"Dlx2",0,1.7335619942691,0.805,0.271,0,9
"Dlx6os1",0,1.47476169345756,0.778,0.271,0,9
"Dlx5",0,2.27293415357503,0.694,0.205,0,9
"Dlx1",0,1.48267971005802,0.763,0.279,0,9
"Gm14204",0,1.96770895904677,0.684,0.231,0,9
"Arx",0,2.00816293522327,0.614,0.165,0,9
"Islr2",0,1.67163359805004,0.764,0.335,0,9
"Mir124-2hg",0,1.97717931906881,0.716,0.294,0,9
"Gad1",0,1.57226548283079,0.616,0.233,0,9
"Shtn1",0,1.93751738147845,0.818,0.439,0,9
"Dlx1as",0,1.34945335935841,0.538,0.19,0,9
"Ina",0,1.26006312615113,0.976,0.646,0,9
"Grik3",0,1.54109018543221,0.575,0.27,0,9
"Slc32a1",0,1.83092482516206,0.461,0.158,0,9
"Thsd7a",0,1.64924523514674,0.783,0.484,0,9
"Sp9",0,2.17642410741991,0.381,0.085,0,9
"Dlx6",0,2.21367270480436,0.407,0.118,0,9
"Zic1",0,1.36295680029915,0.514,0.236,0,9
"Ddc",0,2.29282933275518,0.365,0.095,0,9
"Nrxn3",0,1.57208364601093,1,0.73,0,9
"Trhde",0,2.3198639974908,0.42,0.157,0,9
"Zfhx3",0,1.30622155534195,0.907,0.653,0,9
"Meis2",0,3.2358371856729,0.431,0.189,0,9
"Dmrtb1",0,1.81595020107469,0.39,0.153,0,9
"Vax1",0,2.25174386426059,0.328,0.1,0,9
"Zfhx2",0,1.30741945214727,0.614,0.389,0,9
"Esrrg",0,2.09765982551669,0.42,0.198,0,9
"Zfp503",0,2.36747164050407,0.338,0.136,0,9
"Snap25",0,1.3669514243685,0.792,0.595,0,9
